Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
RBIR11,Fundo de Desenvolvimento,"96,92","175.016,09","1,00","1,70","1,75 %","6,80 %","9,25 %","17,85 %","2,27 %","1,54 %","1,49 %","14,14 %","5,89 %","7,74 %","51,13 %","149.015.711,43",N/A,N/A,N/A,N/A,N/A,N/A,14,"24,58",1.470,N/A,"2,00 % a.a","20,00 % a.a"
RBLG11,Imóveis Industriais e Logísticos,"44,86","45,00","0,68","0,61","0,00 %","0,00 %","3,23 %","10,63 %","0,00 %","0,54 %","0,89 %","6,80 %","0,00 %","0,00 %",N/A,"41.943.292,96","65,31","0,69","0,93 %","-35,00 %","-34,39 %","-32,00 %",1,"89,72",246,N/A,"1,00 % a.a","20,00 % a.a"
RBOP11,Lajes Corporativas,"209,50","18.580,70","0,30","3,50","0,97 %","0,00 %","0,00 %","1,93 %","0,00 %","0,00 %","0,16 %","16,71 %","-0,40 %","0,57 %","101,33 %","69.537.370,17",N/A,N/A,N/A,N/A,N/A,N/A,2,"48,81",2.946,N/A,"1,10 % a.a","20,00 % a.a"
RBRD11,Varejo,"39,39","51.921,57","0,62","0,50","1,25 %","3,74 %","7,72 %","16,19 %","1,25 %","1,29 %","1,35 %","13,85 %","-0,59 %","0,65 %","45,85 %","120.261.505,83","64,94","0,61","0,77 %","-1,89 %","-1,13 %","-3,13 %",4,"23,49",7.470,N/A,"0,17 % a.a",N/A
RBRF11,Fundo de Fundos,"6,68","1.747.600,78","0,78","0,06","0,91 %","2,70 %","5,41 %","13,37 %","0,90 %","0,90 %","1,11 %","9,23 %","1,69 %","2,62 %","28,27 %","1.180.545.093,64","8,63","0,77","0,70 %","-89,46 %","-89,38 %","-89,32 %",1,"17,37",114.706,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
RBRI11,Fundo de Desenvolvimento,"787,50","19.966,67","0,94","173,60","25,67 %","25,67 %","30,79 %","72,36 %","8,56 %","5,13 %","6,03 %","62,26 %","0,00 %","0,00 %",N/A,"116.740.307,96",N/A,N/A,N/A,N/A,N/A,N/A,1,"327,67",131,"1,50 % a.a","0,20 % a.a",N/A
RBRL11,Imóveis Industriais e Logísticos,"84,89","624.565,61","0,81","0,75","0,91 %","2,73 %","5,77 %","12,94 %","0,91 %","0,96 %","1,08 %","9,41 %","-0,79 %","0,11 %","46,40 %","708.050.063,45","105,88","0,80","0,71 %","-1,29 %","-0,59 %","7,50 %",6,"19,85",13.037,"1,00 % a.a","0,18 % a.a","20,00 % a.a"
RBRM11,Fundo de Desenvolvimento,"94.794,81",N/A,"17,88","5.302,02","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"2.860.101,93",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,54,N/A,N/A,N/A
RBRP11,Lajes Corporativas,"53,52","803.786,39","0,70","0,40","0,80 %","2,43 %","5,02 %","11,60 %","0,81 %","0,84 %","0,97 %","8,25 %","2,03 %","2,84 %","16,29 %","932.654.316,08","76,58","0,70","0,52 %","-6,27 %","-5,78 %","-2,06 %",6,"21,74",61.653,"1,00 % a.a","0,18 % a.a","20,00 % a.a"
RBRR11,Papéis,"87,18","2.438.694,83","0,95","0,85","0,97 %","3,20 %","6,70 %","13,51 %","1,07 %","1,12 %","1,13 %","10,30 %","0,81 %","1,78 %","33,64 %","1.389.400.148,16","92,27","0,94","1,03 %","-1,91 %","-0,90 %","2,00 %",14,"14,64",128.719,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
RBRS11,Fundo de Desenvolvimento,"49,81","43.487,59","0,58","0,34","0,61 %","0,90 %","3,59 %","4,23 %","0,90 %","0,60 %","0,35 %","4,23 %","10,98 %","11,66 %","18,73 %","166.535.924,31","96,02","0,52","0,07 %","2,05 %","2,13 %","8,24 %",4,"49,04",976,N/A,N/A,N/A
RBRX11,Indefinido,"7,88","241.755,57","0,81","0,09","1,12 %","3,48 %","6,78 %","13,48 %","1,16 %","1,13 %","1,12 %","10,14 %","4,14 %","5,31 %","33,29 %","285.630.232,20",N/A,N/A,N/A,N/A,N/A,N/A,14,"17,38",10.736,"1,30 % a.a",N/A,"20,00 % a.a"
RBRY11,Papéis,"96,05","3.689.225,96","0,98","1,25","1,30 %","3,83 %","7,51 %","14,77 %","1,28 %","1,25 %","1,23 %","11,32 %","4,19 %","5,55 %","48,01 %","1.254.687.847,78","98,26","0,98","1,20 %","-1,63 %","-0,46 %","4,69 %",14,"14,93",61.010,"1,10 % a.a","0,20 % a.a","20,00 % a.a"
RBTS11,Fundo de Desenvolvimento,"404,98","5.082,80","1,07","6,19","0,00 %","0,00 %","0,00 %","51,51 %","0,00 %","0,00 %","4,29 %","26,82 %","0,00 %","0,00 %",N/A,"21.418.467,53","380,02","1,07","1,63 %","-65,26 %","-64,69 %","-58,05 %",14,"308,05",133,N/A,"1,32 % a.a","17,50 % a.a"
RBVA11,Varejo,"9,30","2.123.803,78","0,88","0,09","0,96 %","3,07 %","6,28 %","13,12 %","1,02 %","1,05 %","1,09 %","10,96 %","6,87 %","7,90 %","20,56 %","1.653.037.012,46","10,59","0,88","0,85 %","-90,32 %","-90,24 %","-88,37 %",82,"16,47",77.467,N/A,"0,65 % a.a",N/A
RBVO11,Papéis,"5,32","1.143,43","0,95","5,66","106,30 %","0,00 %","0,00 %","106,30 %","0,00 %","0,00 %","8,86 %","168,13 %","-80,93 %","-60,65 %","146,57 %","2.882.596,37",N/A,N/A,"0,00 %","-100,00 %","0,00 %","0,00 %",14,"59,26",6.943,"0,65 % a.a","0,10 % a.a","20,00 % a.a"
RCFF11,Fundo de Fundos,"98,00","588,00","0,96","3,55","3,76 %","3,76 %","3,76 %","38,52 %","1,25 %","0,63 %","3,85 %","9,17 %","-3,73 %","-0,12 %","59,38 %","33.105.533,70","98,56","0,99","3,60 %","7,75 %","11,63 %","12,01 %",14,"142,21",130,"0,50 % a.a","0,20 % a.a",N/A
RCRB11,Lajes Corporativas,"126,51","1.094.845,65","0,65","0,94","0,74 %","2,16 %","3,56 %","8,38 %","0,72 %","0,59 %","0,70 %","6,50 %","-2,81 %","-2,09 %","23,31 %","726.311.878,04","196,80","0,64","0,47 %","-5,08 %","-4,64 %","4,68 %",9,"29,94",25.732,N/A,"0,70 % a.a",N/A
RDCI11,Indefinido,N/A,N/A,N/A,"1,44","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"251.541.139,62",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,115,N/A,N/A,N/A
RECD11,Papéis,"8,05","494,36","1,03","0,07","0,88 %","3,24 %","28,31 %","37,53 %","1,08 %","4,72 %","3,41 %","35,33 %","0,00 %","0,88 %","46,29 %","44.441.367,39",N/A,N/A,N/A,N/A,N/A,N/A,0,"228,00",325,N/A,N/A,N/A
RECM11,Papéis,"8,60","7.924,09","0,89","0,12","1,40 %","4,22 %","8,43 %","13,23 %","1,41 %","1,41 %","1,47 %","12,28 %","-2,27 %","-0,90 %","14,84 %","81.076.270,40",N/A,N/A,N/A,N/A,N/A,N/A,0,"71,97",724,N/A,N/A,N/A
RECR11,Papéis,"79,39","2.327.241,39","0,91","0,78","0,96 %","3,33 %","7,80 %","16,34 %","1,11 %","1,30 %","1,36 %","12,24 %","-0,77 %","0,19 %","43,81 %","2.349.157.296,59","88,84","0,89","1,07 %","-6,81 %","-5,81 %","7,20 %",1,"17,66",173.162,N/A,"0,20 % a.a",N/A
RECT11,Lajes Corporativas,"33,90","277.596,35","0,37","0,37","1,15 %","3,55 %","6,98 %","15,04 %","1,18 %","1,16 %","1,25 %","10,99 %","6,90 %","8,13 %","41,97 %","777.292.434,41","90,98","0,37","0,41 %","-2,88 %","-2,49 %","-0,40 %",9,"24,57",52.195,N/A,"0,17 % a.a",N/A
REIT11,Papéis,"82,10","82,00","0,27","2,91","0,00 %","0,00 %","0,00 %","2,76 %","0,00 %","0,00 %","0,23 %","2,76 %","0,00 %","0,00 %",N/A,"8.085.445,18",N/A,N/A,N/A,N/A,N/A,N/A,1,"48,17",62,N/A,N/A,N/A
RELG11,Imóveis Industriais e Logísticos,"66,42","109.956,35","0,79","0,80","1,19 %","3,42 %","6,49 %","12,29 %","1,14 %","1,08 %","1,02 %","10,39 %","0,15 %","1,34 %","46,44 %","112.946.200,94","84,63","0,78","0,95 %","-30,69 %","-30,03 %","-24,11 %",5,"39,50",4.130,"1,00 % a.a","0,18 % a.a",N/A
RENV11,Serviços Financeiros Diversos,"5,59","12.604,13","0,41","0,05","0,84 %","1,56 %","1,90 %","5,29 %","0,52 %","0,32 %","0,88 %","1,90 %","6,44 %","7,33 %","-36,84 %","14.670.497,98",N/A,N/A,N/A,N/A,N/A,N/A,14,"143,09",527,"1,13 % a.a","0,12 % a.a","20,00 % a.a"
RFOF11,Fundo de Fundos,"62,80","265.269,48","0,91","0,65","1,03 %","3,10 %","6,32 %","13,56 %","1,03 %","1,05 %","1,13 %","11,17 %","0,72 %","1,76 %","25,69 %","74.582.522,58","69,18","0,91","0,94 %","-13,46 %","-12,65 %","-11,59 %",14,"24,82",3.839,N/A,N/A,N/A
RIFF11,Indefinido,"7,51","194.281,09",N/A,"0,01","0,08 %","0,00 %","2,63 %","10,80 %","0,00 %","0,44 %","0,90 %","8,05 %","-1,45 %","-1,37 %","22,73 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"38,01",0,N/A,"0,84 % a.a","20,00 % a.a"
RINV11,Indefinido,"103,20","196.658,83","1,02","1,05","1,02 %","3,07 %","6,25 %","13,27 %","1,02 %","1,04 %","1,11 %","9,77 %","1,43 %","2,46 %","26,67 %","332.727.047,74",N/A,N/A,N/A,N/A,N/A,N/A,14,"11,79",3.884,N/A,"1,00 % a.a","15,00 % a.a"
RMAI11,Lajes Corporativas,"55,46","605.130,71","0,55","0,45","0,76 %","1,50 %","3,69 %","7,69 %","0,50 %","0,62 %","0,64 %","7,01 %","-19,05 %","-18,44 %","1,54 %","260.834.940,60","106,73","0,52","0,51 %","-1,05 %","-0,55 %","1,67 %",2,"41,22",1.062,N/A,N/A,N/A
RNDP11,Papéis,"40,50","14.794,00","1,01","40,38","99,67 %","0,00 %","0,00 %","150,18 %","0,00 %","0,00 %","12,52 %","145,40 %","-5,64 %","88,42 %","309,72 %","4.329.855,96",N/A,N/A,"0,00 %","-100,00 %","0,00 %","0,00 %",14,"111,31",1.292,N/A,N/A,N/A
RNGO11,Lajes Corporativas,"51,03","46.244,57","0,62","0,29","0,56 %","1,67 %","4,26 %","9,76 %","0,56 %","0,71 %","0,81 %","7,97 %","2,00 %","2,57 %","38,48 %","224.424.616,92","83,87","0,61","0,32 %","-3,20 %","-2,89 %","1,62 %",4,"15,71",7.495,N/A,"0,20 % a.a",N/A
ROOF11,Fundo de Desenvolvimento,"354,14","386,00","0,94","32,26","0,00 %","0,00 %","1,31 %","19,61 %","0,00 %","0,22 %","1,63 %","15,90 %","0,00 %","0,00 %",N/A,"29.157.366,55",N/A,N/A,N/A,N/A,N/A,N/A,39,"51,86",81,N/A,N/A,N/A
RPRI11,Papéis,"85,35","278.792,43","0,88","0,95","1,10 %","3,47 %","7,58 %","15,38 %","1,16 %","1,26 %","1,28 %","12,91 %","4,15 %","5,29 %","26,02 %","341.151.603,66",N/A,N/A,N/A,N/A,N/A,N/A,14,"15,38",4.195,N/A,"1,60 % a.a",N/A
RRCI11,Papéis,"81,00","561.657,35","0,90","0,85","1,05 %","3,32 %","6,91 %","14,85 %","1,11 %","1,15 %","1,24 %","12,13 %","5,88 %","6,99 %","48,56 %","43.398.957,78","90,08","0,90","0,94 %","-4,25 %","-3,35 %","7,69 %",14,"19,18",1.662,N/A,"1,00 % a.a","20,00 % a.a"
RSPD11,Fundo de Desenvolvimento,"1.009,99","1.009,00","1,09","14,20","0,00 %","4,69 %","6,71 %","12,11 %","1,56 %","1,12 %","1,01 %","10,21 %","0,00 %","0,00 %",N/A,"137.775.223,56","1.130,10","0,89","0,98 %","-1,08 %","-0,11 %","-0,11 %",14,"88,52",139,N/A,N/A,N/A
RURA11,Indefinido,"8,13","1.739.313,22","0,80","0,11","1,33 %","3,89 %","7,71 %","13,75 %","1,30 %","1,29 %","1,15 %","11,98 %","-0,12 %","1,21 %","32,08 %","1.649.728.358,55","10,30","0,79","1,02 %","0,00 %","0,00 %","0,00 %",0,"22,72",85.313,N/A,"1,00 % a.a","20,00 % a.a"
RVBI11,Fundo de Fundos,"64,15","917.618,30","0,86","0,70","1,10 %","3,31 %","6,69 %","14,25 %","1,10 %","1,12 %","1,19 %","10,51 %","1,93 %","3,05 %","27,34 %","763.211.248,85","74,27","0,86","0,94 %","-11,60 %","-10,77 %","-5,21 %",14,"18,63",55.248,"0,80 % a.a","0,13 % a.a","20,00 % a.a"
RZAG11,Indefinido,"9,11","1.080.346,65","0,93","0,13","1,35 %","4,16 %","8,57 %","17,94 %","1,39 %","1,43 %","1,50 %","14,84 %","2,66 %","4,05 %","53,12 %","658.972.807,75","9,69","0,94","1,29 %","1,38 %","2,69 %","15,49 %",0,"12,88",82.827,N/A,"1,15 % a.a","10,00 % a.a"
RZAK11,Papéis,"81,50","1.540.540,22","0,94","1,15","1,39 %","4,22 %","8,50 %","19,23 %","1,41 %","1,42 %","1,60 %","14,38 %","2,35 %","3,78 %","46,40 %","770.066.299,21","87,43","0,93","1,32 %","-6,70 %","-5,47 %","4,71 %",14,"11,70",44.967,N/A,"1,25 % a.a","15,00 % a.a"
RZAT11,Imóveis Industriais e Logísticos,"89,95","791.201,17","0,89","1,00","1,09 %","3,43 %","7,32 %","14,96 %","1,14 %","1,22 %","1,25 %","11,30 %","3,06 %","4,18 %","38,37 %","428.220.321,82",N/A,N/A,N/A,N/A,N/A,N/A,13,"18,03",35.299,N/A,"1,00 % a.a","20,00 % a.a"
RZEO11,Indefinido,"190,00","997,00","0,98","0,95","0,00 %","0,00 %","0,00 %","22,02 %","0,00 %","0,00 %","4,40 %","19,47 %","0,00 %","0,00 %",N/A,"608.675.045,40","192,78","0,99","3,29 %","0,00 %","0,00 %","0,00 %",0,"86,47",154,N/A,"1,15 % a.a","20,00 % a.a"
RZLC11,Papéis,"1.013,76","707.834,31","1,03","12,51","1,23 %","3,79 %","7,25 %","13,86 %","1,26 %","1,21 %","1,26 %","10,66 %","1,25 %","2,49 %","23,37 %","49.414.055,88",N/A,N/A,N/A,N/A,N/A,N/A,0,"27,35",44.967,N/A,N/A,N/A
RZTR11,Misto,"91,01","2.346.023,17","0,95","1,00","1,08 %","3,28 %","6,78 %","14,69 %","1,09 %","1,13 %","1,22 %","12,10 %","1,08 %","2,17 %","30,58 %","1.845.422.103,71","97,89","0,93","1,02 %","0,47 %","1,50 %","13,15 %",16,"13,70",145.638,"1,25 % a.a",N/A,"20,00 % a.a"
RZZR11,Imóveis Industriais e Logísticos,"142,61","93.301,62","0,81","1,21","0,89 %","2,57 %","4,30 %","9,41 %","0,86 %","0,72 %","0,78 %","7,03 %","-6,08 %","-5,24 %","-9,06 %","934.827.452,85",N/A,N/A,N/A,N/A,N/A,N/A,10,"74,79",465,N/A,"0,25 % a.a",N/A
SADI11,Papéis,"8,64","135.868,70","0,91","0,11","1,30 %","3,94 %","7,68 %","14,72 %","1,31 %","1,28 %","1,23 %","12,51 %","0,23 %","1,53 %","28,58 %","149.551.847,93","9,66","0,89","1,18 %","-90,25 %","-90,13 %","-89,06 %",14,"12,00",10.939,N/A,"1,00 % a.a",N/A
SALI11,Misto,N/A,N/A,N/A,"0,90","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"7.499.652,04",N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,2,N/A,N/A,N/A
SAPI11,Misto,"8,75","99.937,35","0,89","0,11","1,29 %","3,93 %","8,03 %","15,97 %","1,31 %","1,34 %","1,33 %","13,58 %","1,84 %","3,16 %","38,20 %","153.354.428,60",N/A,N/A,N/A,N/A,N/A,N/A,14,"20,75",3.265,N/A,"1,00 % a.a",N/A
SARE11,Misto,"4,79","301.753,83","0,61","0,03","0,57 %","0,00 %","1,69 %","5,28 %","0,00 %","0,28 %","0,44 %","4,18 %","-1,50 %","-0,94 %","36,24 %","718.503.619,48","7,75","0,62","0,34 %","-91,79 %","-91,76 %","-91,52 %",2,"23,13",27.703,N/A,"1,25 % a.a",N/A
SCPF11,Shoppings,"2,59","608,48","0,25","0,05","1,07 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1,46 %","-8,68 %","-7,70 %","-11,74 %","44.706.461,35","11,84","0,22","0,38 %","1,11 %","1,49 %","-3,03 %",1,"74,27",4.438,N/A,"4,00 % a.a",N/A
SDIL11,Imóveis Industriais e Logísticos,"96,50","1.030.917,86","1,01","0,75","0,76 %","2,49 %","5,22 %","10,27 %","0,83 %","0,87 %","0,86 %","6,12 %","2,04 %","2,82 %","10,51 %","612.048.658,06","98,33","0,98","0,83 %","-0,22 %","0,61 %","9,86 %",5,"14,97",63.292,N/A,"0,84 % a.a",N/A
SEED11,Indefinido,"98,34","200,00","1,12","0,48","0,00 %","0,00 %","1,12 %","8,08 %","0,00 %","0,19 %","0,67 %","5,89 %","0,00 %","0,00 %",N/A,"143.650.165,10",N/A,N/A,N/A,N/A,N/A,N/A,14,"31,59",130,N/A,N/A,N/A
SEQR11,Misto,"50,65","45.921,09","0,54","0,58","1,19 %","3,65 %","7,45 %","15,26 %","1,22 %","1,24 %","1,27 %","11,37 %","4,77 %","6,02 %","23,84 %","154.591.422,12","92,81","0,55","0,63 %","-1,01 %","-0,39 %","5,44 %",4,"17,18",4.660,N/A,"1,24 % a.a","20,00 % a.a"
SHOP11,Shoppings,"26,32","306,14","0,99","6,75","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"74.796.210,46",N/A,N/A,N/A,N/A,N/A,N/A,1,"162,11",94,N/A,N/A,N/A
SHPH11,Shoppings,"969,00","50.496,13","0,96","5,00","0,52 %","1,58 %","5,68 %","9,19 %","0,53 %","0,95 %","0,77 %","8,11 %","-1,46 %","-0,94 %","37,92 %","615.576.907,09","1.010,88","0,96","0,52 %","13,05 %","13,64 %","19,24 %",1,"41,94",2.101,N/A,"0,20 % a.a",N/A
SHPP11,Shoppings,"11,00","4.292.037,15","1,08","0,06","0,54 %","2,52 %","2,52 %","2,52 %","1,26 %","1,26 %","1,26 %","2,52 %","0,00 %","0,00 %",N/A,"446.576.480,97",N/A,N/A,N/A,N/A,N/A,N/A,0,"35,83",120,N/A,N/A,N/A
SHSO11,Indefinido,N/A,N/A,N/A,"0,42","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,8.102,N/A,N/A,N/A
SIGR11,Indefinido,"99,90","100,00","10,58","1,30","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1,32 %","0,00 %","0,00 %",N/A,"189.237.471,78",N/A,N/A,N/A,N/A,N/A,N/A,14,"1,55",9.280,N/A,N/A,N/A
SJAU11,Imóveis Industriais e Logísticos,"5,99","50.587,65","4,73","20,13","231,65 %","0,00 %","848,21 %","848,21 %","0,00 %","424,11 %","424,11 %","848,21 %","58,29 %","424,96 %","424,96 %","11.368.378,50",N/A,N/A,N/A,N/A,N/A,N/A,14,"4.191,47",360,N/A,N/A,N/A
SMRE11,Incorporações,"79,00","351.871,96","0,79","1,04","1,30 %","3,86 %","7,69 %","14,73 %","1,29 %","1,28 %","1,23 %","12,46 %","-0,04 %","1,26 %","0,50 %","106.189.776,31",N/A,N/A,N/A,N/A,N/A,N/A,14,"48,38",1.401,"0,78 % a.a","0,22 % a.a",N/A
SNAG11,Papéis,"9,55","1.807.741,22","0,92","0,12","1,26 %","3,56 %","7,11 %","14,34 %","1,19 %","1,19 %","1,20 %","10,94 %","-0,31 %","0,94 %","20,70 %","626.552.265,15","10,32","0,93","1,07 %","-89,81 %","-89,70 %","-89,36 %",0,"14,00",114.380,"8,00 % a.a","0,07 % a.a",N/A
SNCI11,Papéis,"83,35","618.985,87","0,85","1,00","1,18 %","3,48 %","6,93 %","14,52 %","1,16 %","1,16 %","1,21 %","10,68 %","-1,29 %","-0,13 %","26,68 %","411.513.897,01","97,98","0,85","1,02 %","0,60 %","1,62 %","11,67 %",14,"18,45",37.067,"0,70 % a.a","0,15 % a.a",N/A
SNEL11,Fundo de Desenvolvimento,"8,54","1.379.785,39","1,04","0,10","1,16 %","3,54 %","7,19 %","14,67 %","1,18 %","1,20 %","1,22 %","10,88 %","2,26 %","3,45 %","19,19 %","319.081.982,04",N/A,N/A,N/A,N/A,N/A,N/A,14,"12,75",41.446,"1,08 % a.a","0,12 % a.a","20,00 % a.a"
SNFF11,Fundo de Fundos,"70,97","577.883,87","0,86","0,72","1,01 %","3,05 %","6,15 %","12,22 %","1,02 %","1,03 %","1,02 %","9,32 %","3,02 %","4,06 %","8,75 %","329.098.028,54","81,85","0,87","0,88 %","-7,52 %","-6,71 %","-5,15 %",14,"15,24",27.589,N/A,"0,73 % a.a","10,00 % a.a"
SNFZ11,Misto,"9,68","63.966,43","0,96","0,10","1,03 %","3,09 %","5,15 %","8,85 %","1,03 %","0,86 %","0,74 %","7,08 %","0,62 %","1,66 %","12,86 %","62.625.277,48","10,10","0,96","0,99 %","0,00 %","0,00 %","0,00 %",0,"18,14",4.160,"0,87 % a.a","0,13 % a.a","20,00 % a.a"
SNID11,Indefinido,"10,18","103.106,87",N/A,"0,12","1,17 %","3,54 %","7,16 %","14,16 %","1,18 %","1,19 %","1,18 %","10,76 %","0,69 %","1,86 %","34,91 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"18,72",0,"0,85 % a.a","0,10 % a.a",N/A
SNLG11,Imóveis Industriais e Logísticos,"2,71","247.263,00","6,63","0,84","8.400,00 %","0,00 %","8.400,00 %","8.739,80 %","0,00 %","1.400,00 %","728,32 %","8.496,77 %","-96,77 %","174,19 %","457,52 %","1.033.450,75",N/A,N/A,N/A,N/A,N/A,N/A,6,"2.214,31",14.012,N/A,"1,00 % a.a",N/A
SNME11,Indefinido,"9,54","26.970,61","1,03","0,11","1,15 %","3,49 %","7,05 %","14,44 %","1,16 %","1,18 %","1,20 %","10,99 %","1,16 %","2,32 %","20,74 %","68.717.923,77",N/A,N/A,N/A,N/A,N/A,N/A,2,"20,38",3.984,"0,79 % a.a","0,20 % a.a","20,00 % a.a"
SOLR11,Imóveis Comerciais - Outros,"1.051,35","4.931.882,00","1,13","4,77","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"61.041.579,69",N/A,N/A,N/A,N/A,N/A,N/A,1,"121,75",1,N/A,N/A,N/A
SPDE11,Indefinido,"1.266,67","2.533,30","0,96","5,23","0,00 %","0,00 %","0,46 %","13,45 %","0,00 %","0,46 %","1,12 %","5,91 %","0,00 %","0,00 %",N/A,"120.983.880,36",N/A,N/A,N/A,N/A,N/A,N/A,14,"49,80",120,N/A,N/A,N/A
SPMO11,Indefinido,"144,00","335.334,00","1,07","0,43","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"243.991.134,46",N/A,N/A,N/A,N/A,N/A,N/A,14,"25,50",14,N/A,N/A,N/A
SPTW11,Lajes Corporativas,"35,30","49.297,48","0,61","0,42","1,16 %","3,61 %","7,39 %","15,51 %","1,20 %","1,23 %","1,29 %","12,94 %","5,65 %","6,87 %","29,49 %","105.096.958,65","58,45","0,60","0,72 %","4,86 %","5,62 %","21,27 %",1,"24,00",18.702,N/A,"0,25 % a.a",N/A
SPVJ11,Shoppings,N/A,N/A,N/A,"0,15","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"148.949.732,30","23,60",N/A,"0,63 %","-79,70 %","-79,57 %","-76,26 %",14,N/A,24,N/A,"0,20 % a.a",N/A
SPXS11,Indefinido,"8,60","219.392,43","0,91","0,11","1,24 %","3,71 %","7,30 %","14,97 %","1,24 %","1,22 %","1,25 %","11,18 %","3,26 %","4,54 %","24,90 %","191.235.316,28",N/A,N/A,N/A,N/A,N/A,N/A,14,"21,03",19.488,N/A,"0,80 % a.a","20,00 % a.a"
SRVD11,Indefinido,"3,00","233,91","17,65","0,20","2,29 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","3,30 %","-9,79 %","-7,73 %","-7,73 %","15.997.050,50","1,19","2,53","16,87 %","-0,11 %","16,74 %","25,64 %",14,"375,98",106,N/A,N/A,N/A
STRX11,Fundo de Desenvolvimento,"141,96","142,00","1,00","0,91","0,64 %","0,64 %","1,24 %","4,34 %","0,64 %","0,21 %","0,36 %","3,40 %","0,00 %","0,00 %",N/A,"229.062.238,46","141,96","1,00","0,63 %","-4,29 %","-3,69 %","7,99 %",3,"10,21",111,N/A,N/A,N/A
TCPF11,Misto,"39,53",N/A,"0,40","1,31","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"29.748.832,06",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,52,N/A,N/A,N/A
TELM11,Indefinido,"10,06","195.093,75","1,03","0,10","0,00 %","0,00 %","3,11 %","6,60 %","0,00 %","0,52 %","0,73 %","5,90 %","0,00 %","0,00 %",N/A,"20.891.845,56",N/A,N/A,N/A,N/A,N/A,N/A,14,"58,31",114,N/A,N/A,N/A
TEPP11,Lajes Corporativas,"83,31","558.469,17","0,86","0,74","0,88 %","2,93 %","6,56 %","13,25 %","0,98 %","1,09 %","1,10 %","11,22 %","5,08 %","6,00 %","25,00 %","412.139.177,14","96,98","0,86","0,94 %","1,32 %","2,27 %","14,14 %",4,"15,71",29.774,"0,90 % a.a","0,13 % a.a",N/A
TGAR11,Fundo de Desenvolvimento,"83,51","3.682.856,87","0,78","1,00","1,17 %","3,59 %","7,01 %","14,77 %","1,20 %","1,17 %","1,23 %","12,19 %","1,70 %","2,89 %","9,90 %","2.584.732.129,65","109,67","0,76","0,91 %","-14,17 %","-13,39 %","-3,43 %",9,"23,32",153.876,"1,28 % a.a","0,22 % a.a","30,00 % a.a"
TJKB11,Indefinido,"247,30","44.216,52","0,94","2,90","1,14 %","3,49 %","7,05 %","14,64 %","1,16 %","1,18 %","1,22 %","9,70 %","2,97 %","4,14 %","3,98 %","305.417.278,09",N/A,N/A,N/A,N/A,N/A,N/A,10,"65,90",369,N/A,"0,60 % a.a",N/A
TMPS11,Fundo de Fundos,"79,10","147.445,74","0,87","0,85","1,05 %","3,18 %","6,28 %","15,55 %","1,06 %","1,05 %","1,30 %","11,90 %","0,67 %","1,73 %","23,23 %","90.741.354,56",N/A,N/A,N/A,N/A,N/A,N/A,14,"18,48",1.931,N/A,"0,90 % a.a","20,00 % a.a"
