TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO;Ticker;Nome;Última (R$);Variação;STOCK;DEPARTMENT;IMAGE
TELB4;8,90;;43,45;0,54;0,20;-38,83;18,85;4,17;9,60;-3,20;-15,78;-0,88;1,81;0,49;-0,39;5,71;1,23;0,46;5,55;0,37;0,63;0,11;15,19;;62.572,48;16,60;0,20;-0,41;1.091.671.529,04;TELB4;Telebras;8,95;-2,19%;TELB4;Comunicações;https://s3-symbol-logo.tradingview.com/telebras-pn--big.svg
TEND3;27,12;2,13;8,59;2,82;0,57;29,38;11,13;10,69;8,25;9,32;1,07;0,36;0,92;1,80;-1,51;2,03;32,79;6,61;15,18;0,20;0,80;0,62;10,99;7,98;35.996.913,35;9,62;3,16;0,00;3.324.319.482,24;TEND3;Construtora Tenda;27,20;+1,95%;TEND3;Financeiro;https://s3-symbol-logo.tradingview.com/tenda--big.svg
TFCO4;16,37;1,12;115,26;30,20;18,76;57,53;20,74;14,36;79,80;13,60;0,63;0,24;16,55;39,98;-59,33;3,18;26,21;16,27;22,56;0,62;0,38;1,13;30,70;41,69;7.936.745,87;0,54;0,14;7,07;2.508.178.684,56;TFCO4;Track & Field;16,75;+2,32%;TFCO4;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/track-field-pn-n2--big.svg
TGMA3;37,39;7,25;8,81;2,48;1,77;21,60;17,46;12,68;6,40;6,01;-0,39;-0,15;1,12;4,91;-3,82;3,03;28,20;20,05;16,96;0,71;0,29;1,58;9,18;7,63;5.931.053,39;15,05;4,24;0,25;2.467.848.991,85;TGMA3;Tegma;37,35;-0,11%;TGMA3;Transportes;https://s3-symbol-logo.tradingview.com/tegma--big.svg
TIMS3;23,20;7,68;34,45;3,88;0,98;53,17;22,49;6,26;9,59;8,60;-0,98;-0,40;2,16;-52,17;-1,29;0,93;11,27;2,84;23,61;0,25;0,60;0,45;7,93;-14,76;110.949.001,04;5,97;0,67;-2,36;56.162.662.033,60;TIMS3;TIM;23,09;+1,45%;TIMS3;Comunicações;https://s3-symbol-logo.tradingview.com/tim-participacoes--big.svg
TKNO4;171,00;4,12;11,89;1,53;1,27;24,48;14,91;14,02;11,18;10,81;-1,18;-0,16;1,67;2,89;-2,99;4,30;12,90;10,71;8,13;0,83;0,17;0,76;15,06;35,20;107.683,33;111,44;14,38;-2,62;540.499.477,95;TKNO4;Tekno;179,00;+4,68%;TKNO4;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/tekno-pn--big.svg
TOKY3;1,02;;-1,11;463,65;69,14;46,71;-14,86;-21,31;-1,59;-1,60;-0,01;2,35;0,24;-5.421,43;-96,25;0,96;-41.826,38;-6.237,54;-11.039,24;0,15;0,97;292,70;14,79;;322.701,96;0,00;-0,92;-0,03;125.218.671,06;TOKY3;TOKY3;1,03;+0,98%;TOKY3;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/mobly-on-nm--big.svg
TOTS3;45,10;1,13;31,46;5,52;3,02;69,88;17,96;15,26;26,73;26,33;-0,40;-0,08;4,80;14,80;-4,67;2,36;17,55;9,59;13,54;0,55;0,42;0,63;18,01;32,58;116.820.405,87;8,17;1,43;3,41;27.033.011.303,10;TOTS3;Totvs;45,06;+1,40%;TOTS3;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/totvs--big.svg
TPIS3;4,07;5,66;-4,20;0,20;0,07;33,43;-3,26;-3,57;-4,61;-38,23;-33,62;1,49;0,15;-0,16;-0,07;0,15;-4,87;-1,61;-5,26;0,33;0,68;0,45;5,93;;71.183,35;19,91;-0,97;0,03;179.080.000,00;TPIS3;Triunfo;4,03;-0,49%;TPIS3;Transportes;https://s3-symbol-logo.tradingview.com/triunfo-parton-nm--big.svg
TRAD3;5,31;;-3,43;1,14;0,93;26,49;-180,60;-173,99;-3,30;-2,93;0,37;-0,13;5,97;2,09;-1,98;6,24;-33,16;-27,10;-31,83;0,82;0,09;0,16;54,39;;207.116,96;4,67;-1,55;0,05;212.511.610,89;TRAD3;Traders Club;5,35;-2,37%;TRAD3;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/tc-on-nm--big.svg
TRIS3;7,41;4,06;6,92;0,90;0,42;30,86;16,50;15,48;6,49;8,36;1,87;0,26;1,07;0,75;-3,22;2,81;13,02;6,07;6,98;0,47;0,53;0,39;11,01;7,37;2.187.000,17;8,23;1,07;0,12;1.382.835.956,58;TRIS3;Trisul;7,46;+2,47%;TRIS3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/trisul--big.svg
TTEN3;14,66;1,30;7,48;1,63;0,63;17,69;7,76;6,79;6,55;8,53;1,98;0,49;0,51;2,48;-1,87;1,63;21,82;8,45;5,59;0,39;0,61;1,24;41,95;51,95;11.135.057,09;8,98;1,96;0,18;7.322.635.505,02;TTEN3;3tentos;14,58;+0,41%;TTEN3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/3tentos-on-nm--big.svg
TUPY3;14,77;9,43;-52,45;0,62;0,19;16,05;2,99;-0,36;6,31;14,72;8,41;0,82;0,19;0,53;-0,52;2,41;-1,18;-0,37;2,61;0,31;0,69;1,02;15,61;;10.490.660,70;23,88;-0,28;0,48;1.956.292.629,55;TUPY3;Tupy;14,81;+1,09%;TUPY3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/tupy--big.svg
UCAS3;1,29;14,08;-70,87;0,46;0,23;33,43;-3,49;-0,52;-10,62;-19,76;-9,14;0,40;0,37;4,68;-0,31;1,21;-0,65;-0,32;-5,27;0,49;0,51;0,61;8,69;;35.863,35;2,79;-0,02;0,66;85.251.409,56;UCAS3;Unicasa;1,30;+1,56%;UCAS3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/unicasa-on-nm--big.svg
UGPA3;21,08;3,56;8,07;1,46;0,52;7,10;3,95;2,11;4,31;7,05;2,74;0,93;0,17;3,10;-0,82;1,82;18,13;6,39;10,05;0,35;0,60;3,03;8,37;50,82;89.552.368,13;14,40;2,61;2,81;23.522.115.322,84;UGPA3;Ultrapar;20,98;+0,24%;UGPA3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/ultrapar-participacoes--big.svg
UNIP3;61,66;12,88;8,77;2,48;0,93;29,43;18,38;14,07;6,71;8,51;1,02;0,38;1,23;3,43;-1,56;2,96;28,31;10,55;11,18;0,37;0,62;0,75;12,24;35,60;566.769,26;24,83;7,03;0,14;7.786.099.383,70;UNIP3;Unipar;62,77;+1,80%;UNIP3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/unipar--big.svg
UNIP5;69,70;9,24;9,92;2,81;1,05;29,43;18,38;14,07;7,59;8,51;1,02;0,38;1,39;3,88;-1,77;2,96;28,31;10,55;11,18;0,37;0,62;0,75;12,24;35,60;14.565,57;24,83;7,03;0,16;7.786.099.383,70;UNIP5;Unipar;72,10;+3,44%;UNIP5;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/unipar--big.svg
UNIP6;72,56;12,05;10,32;2,92;1,09;29,43;18,38;14,07;7,90;8,51;1,02;0,38;1,45;4,04;-1,84;2,96;28,31;10,55;11,18;0,37;0,62;0,75;12,24;35,60;11.712.470,70;24,83;7,03;0,17;7.786.099.383,70;UNIP6;Unipar;72,55;+2,40%;UNIP6;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/unipar--big.svg
USIM3;4,68;;15,59;0,24;0,14;8,21;3,61;1,40;6,06;6,98;0,96;0,04;0,22;0,43;-0,26;4,16;1,55;0,93;2,18;0,60;0,33;0,66;11,59;12,02;1.940.865,74;19,37;0,30;-1,18;5.831.541.120,00;USIM3;Usiminas;4,60;+0,22%;USIM3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/usiminas-pna-n1--big.svg
USIM5;4,62;;15,39;0,24;0,14;8,21;3,61;1,40;5,98;6,98;0,96;0,04;0,22;0,42;-0,26;4,16;1,55;0,93;2,18;0,60;0,33;0,66;11,59;12,02;39.046.475,96;19,37;0,30;-1,16;5.831.541.120,00;USIM5;Usiminas;4,63;+0,87%;USIM5;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/usiminas-pna-n1--big.svg
VALE3;57,72;7,90;9,05;1,22;0,53;34,24;20,82;13,81;6,00;7,52;1,52;0,31;1,25;15,41;-0,66;1,22;13,52;5,87;10,13;0,43;0,55;0,42;7,33;;682.737.437,26;47,19;6,38;-0,22;261.991.517.517,60;VALE3;Vale;57,80;+0,17%;VALE3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/vale--big.svg
VAMO3;4,07;6,59;17,07;1,69;0,20;73,73;68,79;6,72;1,67;6,38;4,71;4,77;1,15;1,69;-0,27;1,80;9,90;1,15;12,07;0,12;0,88;0,17;31,14;12,69;46.287.112,91;2,41;0,24;-0,29;4.399.802.425,59;VAMO3;Grupo Vamos;4,05;+1,00%;VAMO3;Financeiro;https://s3-symbol-logo.tradingview.com/vamos-on-nm--big.svg
VBBR3;24,48;5,37;4,87;1,31;0,46;4,61;4,72;3,11;3,21;5,67;2,46;1,01;0,15;2,18;-0,77;2,09;26,99;9,43;9,75;0,35;0,65;3,03;12,65;20,54;169.791.844,48;18,63;5,03;-0,52;27.393.120.000,00;VBBR3;Vibra Energia;24,29;-0,90%;VBBR3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/vibra-on-nm--big.svg
VITT3;5,10;6,45;11,36;1,27;0,84;32,49;10,41;8,42;9,18;10,94;1,77;0,25;0,96;2,33;-2,02;2,63;11,22;7,41;7,84;0,66;0,34;0,88;12,74;4,26;678.592,52;4,00;0,45;-0,63;766.601.491,80;VITT3;Vittia;5,19;+0,78%;VITT3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/vittia-on-ed-nm--big.svg
VIVA3;29,65;2,23;10,41;2,54;1,63;71,05;25,17;24,25;10,03;10,44;0,42;0,11;2,52;3,42;-4,43;4,13;24,35;15,70;19,35;0,64;0,36;0,65;28,01;21,13;57.607.645,35;11,70;2,85;0,24;7.003.263.850,85;VIVA3;Vivara;29,45;+2,54%;VIVA3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/vivara-sa-on-nm--big.svg
VIVR3;0,98;;-0,85;0,25;0,13;29,89;-34,81;-39,35;-0,96;-0,98;-0,03;0,01;0,33;0,77;-0,23;1,71;-30,01;-15,91;-23,84;0,53;0,47;0,40;;;156.921,04;3,85;-1,16;0,02;37.598.760,36;VIVR3;Viver;0,97;+1,04%;VIVR3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/viver-on-nm--big.svg
VIVT3;33,91;3,00;18,76;1,61;0,87;44,00;15,53;10,12;12,22;13,44;1,21;0,16;1,90;-234,40;-1,09;0,98;8,57;4,61;8,29;0,54;0,46;0,46;4,76;3,13;122.817.640,52;21,10;1,81;1,51;109.412.195.952,02;VIVT3;Vivo;33,93;+1,65%;VIVT3;Comunicações;https://s3-symbol-logo.tradingview.com/telefonica--big.svg
VLID3;21,20;10,68;6,18;1,00;0,61;34,03;15,64;13,01;5,14;5,32;0,18;0,03;0,80;1,83;-1,20;3,04;16,12;9,81;14,19;0,61;0,39;0,75;1,58;38,92;4.265.306,91;21,29;3,43;-0,47;1.734.931.150,00;VLID3;Valid;21,23;+0,76%;VLID3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/valid--big.svg
VSTE3;5,50;;1.193,24;0,60;0,37;63,15;4,84;0,05;11,21;16,77;5,56;0,30;0,54;4,40;-0,54;1,38;0,05;0,03;4,03;0,62;0,38;0,69;3,10;;55.282,22;9,15;0,00;-12,51;628.836.136,50;VSTE3;LE LIS BLANC;5,50;+0,00%;VSTE3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/le-lis-blanc--big.svg
VTRU3;11,52;0,21;-5,72;1,69;1,37;22,04;-7,31;-14,81;-11,59;-7,91;3,68;-0,54;0,85;3,27;-3,00;4,48;-29,57;-24,02;-29,52;0,81;0,19;1,62;;;3.540.790,43;6,81;-2,01;;436.447.376,64;VTRU3;VITRUBREPCOM;11,64;+0,17%;VTRU3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/vitru-brasil-empreendimentos-partic-spon-ads-each-rep-one-ord-shs--big.svg
VULC3;20,45;7,95;7,04;2,39;1,68;41,45;21,52;24,37;7,97;8,17;0,20;0,06;1,71;3,82;-5,30;2,82;33,99;23,91;24,35;0,70;0,30;0,98;17,52;41,12;22.121.416,26;8,55;2,91;0,12;5.634.716.189,80;VULC3;Vulcabras;20,18;+0,25%;VULC3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/vulcabras--big.svg
VVEO3;1,07;;-0,24;0,19;0,04;11,47;-7,06;-12,74;-0,43;-3,95;-3,52;1,60;0,03;0,17;-0,08;1,74;-81,75;-15,87;-16,92;0,19;0,81;1,25;30,99;;1.923.699,70;5,54;-4,53;0,00;345.418.050,56;VVEO3;Viveo;1,09;+6,86%;VVEO3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/viveo-on-nm--big.svg
WEGE3;36,75;2,17;24,06;6,94;3,87;33,61;19,82;15,65;18,99;18,61;-0,38;-0,14;3,77;13,97;-10,61;1,77;28,86;16,09;25,60;0,56;0,42;1,03;23,27;31,76;246.286.068,17;5,29;1,53;2,40;154.251.436.426,50;WEGE3;WEG;36,71;-0,16%;WEGE3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/weg--big.svg
WEST3;4,90;;-3,88;0,25;0,18;39,61;-17,88;-9,13;-1,98;1,64;3,62;-0,45;0,35;0,48;-0,44;3,00;-6,41;-4,76;-13,03;0,74;0,26;0,52;5,08;;165.404,78;19,70;-1,26;0,05;54.435.805,20;WEST3;Westwing;4,74;-3,27%;WEST3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/westwing-on-nm--big.svg
WHRL3;4,50;13,33;7,24;3,04;0,68;18,21;7,83;7,11;6,57;6,23;-0,54;-0,25;0,51;-41,49;-2,10;0,98;41,96;9,37;18,77;0,22;0,78;1,32;10,80;-12,04;21.199,30;1,48;0,62;0,04;6.975.875.328,30;WHRL3;Whirlpool;4,50;+0,00%;WHRL3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/whirlpool-on--big.svg
WHRL4;4,95;13,32;7,96;3,34;0,75;18,21;7,83;7,11;7,22;6,23;-0,54;-0,25;0,57;-45,64;-2,31;0,98;41,96;9,37;18,77;0,22;0,78;1,32;10,80;-12,04;48.577,43;1,48;0,62;0,05;6.975.875.328,30;WHRL4;Whirlpool;4,89;+0,20%;WHRL4;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/whirlpool-on--big.svg
WIZC3;8,15;3,07;7,05;2,03;0,53;61,85;44,23;13,63;2,17;2,34;0,16;0,15;0,96;-32,56;-0,69;0,93;28,76;7,56;24,12;0,26;0,48;0,55;13,02;-2,88;2.682.195,83;4,02;1,16;1,14;1.303.244.348,30;WIZC3;Wiz Soluções;8,22;+1,11%;WIZC3;Financeiro;https://s3-symbol-logo.tradingview.com/wiz-s-a--big.svg
WLMM3;22,80;3,14;7,31;1,03;0,56;12,90;6,56;3,83;4,27;5,90;1,83;0,44;0,28;2,01;-1,33;1,91;14,11;7,61;8,24;0,54;0,46;1,99;23,58;17,94;3.030,57;22,11;3,12;-0,47;791.559.748,50;WLMM3;WLM;22,75;-0,22%;WLMM3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/wlm-ind-com-pn--big.svg
WLMM4;20,85;3,78;6,68;0,94;0,51;12,90;6,56;3,83;3,90;5,90;1,83;0,44;0,26;1,84;-1,21;1,91;14,11;7,61;8,24;0,54;0,46;1,99;23,58;17,94;58.676,43;22,11;3,12;-0,43;791.559.748,50;WLMM4;WLM;20,85;-0,67%;WLMM4;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/wlm-ind-com-pn--big.svg
YDUQ3;13,97;4,08;12,82;1,26;0,40;61,02;16,26;5,49;4,33;9,41;5,08;1,48;0,70;7,70;-0,52;1,28;9,82;3,13;9,88;0,32;0,68;0,57;8,46;-14,30;43.823.898,48;11,10;1,09;0,12;3.829.021.248,47;YDUQ3;YDUQS;14,02;+0,36%;YDUQ3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/yduqs-part-on-nm--big.svg
ZAMP3;3,50;;-7,53;0,97;0,34;64,76;-0,15;-3,89;-197,27;-316,58;-119,31;0,59;0,29;-10,67;-0,43;0,87;-12,84;-4,46;-2,75;0,35;0,65;1,15;9,70;;2.749.795,61;3,62;-0,46;-0,08;1.424.270.382,50;ZAMP3;Zamp;3,51;+0,29%;ZAMP3;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/burger-king--big.svg
