TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO;Ticker;Nome;Última (R$);Variação;STOCK;DEPARTMENT;IMAGE;isFinancial
AALR3;6,39;;-11,25;0,92;0,34;27,68;9,63;-7,04;8,22;10,95;2,72;0,30;0,79;34,25;-0,46;1,04;-8,17;-3,01;6,82;0,37;0,62;0,43;2,55;;314.194,32;6,95;-0,57;0,19;973.577.089,98;AALR3;Alliança;6,37;+1,11%;AALR3;Serviços de Saúde;https://s3-symbol-logo.tradingview.com/alliar--big.svg;False
ABCB4;23,09;8,43;5,84;0,86;0,09;21,67;12,42;10,32;4,85;4,85;;;0,60;-2,46;-0,09;0,20;14,71;1,56;;0,11;0,89;0,15;35,11;14,24;6.809.408,50;26,90;3,96;0,60;5.649.126.828,13;ABCB4;Banco ABC Brasil;23,23;+2,11%;ABCB4;Financeiro;https://s3-symbol-logo.tradingview.com/abc-brasil--big.svg;True
ABEV3;12,50;8,41;13,36;2,13;1,39;51,50;25,06;16,08;8,57;7,95;-0,63;-0,16;2,15;50,26;-1,94;1,11;15,95;10,38;18,73;0,65;0,34;0,65;11,20;4,60;350.053.722,64;5,87;0,94;5,40;197.020.484.450,00;ABEV3;Ambev;12,79;+0,63%;ABEV3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/ambev--big.svg;False
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20;;;;;;;;False
AERI3;4,07;;-0,22;-3,98;0,12;5,17;-87,08;-112,32;-0,28;-2,09;-1,81;;0,25;1,15;-0,20;1,41;-1.823,36;-56,67;-58,22;-0,03;1,03;0,50;12,70;;541.237,77;-1,02;-18,65;0,00;252.829.197,72;AERI3;Aeris Energy;4,12;+1,48%;AERI3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/aeris-on-nm--big.svg;False
AESB3;8,12;;-17,01;1,70;0,37;27,59;23,00;-10,02;7,41;18,23;10,82;2,49;1,70;-15,45;-0,42;0,84;-10,02;-2,15;5,10;0,21;0,73;0,21;;;13.684.494,00;4,76;-0,48;-0,08;6.973.842.690,64;;;;;;;;False
AFLT3;7,40;5,80;17,87;1,94;1,32;54,38;48,60;34,47;12,68;12,88;0,20;0,03;6,16;9,77;-1,75;2,24;10,86;7,40;11,23;0,68;0,32;0,21;17,36;0,67;2.951,86;3,81;0,41;-2,51;466.826.780,00;AFLT3;Afluente T;7,26;+2,40%;AFLT3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/afluente-t-on--big.svg;False
AGRO3;20,30;7,66;15,10;0,96;0,54;28,86;17,49;11,78;10,17;15,78;5,62;0,53;1,78;4,01;-0,78;1,79;6,34;3,60;4,20;0,57;0,43;0,31;10,70;2,91;2.506.020,64;21,21;1,34;-0,39;2.084.473.913,20;AGRO3;BrasilAgro;20,52;-0,48%;AGRO3;Financeiro;https://s3-symbol-logo.tradingview.com/brasilagro--big.svg;False
AGXY3;5,75;;-0,03;-0,05;0,03;-4,18;-59,21;-86,99;-0,05;-0,68;-0,63;;0,03;-0,03;-0,06;0,33;-145,31;-83,71;433,24;-0,58;1,58;0,96;24,29;;117.664,68;-118,43;-172,09;0,00;97.575.033,25;AGXY3;AgroGalaxy;5,77;+0,00%;AGXY3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/agrogalaxy-on-nm--big.svg;False
AHEB3;29,59;;2,44;1,01;0,47;19,41;12,54;15,36;2,98;2,91;-0,11;-0,04;0,37;1,43;-0,82;4,03;41,26;19,10;26,80;0,46;0,54;1,24;44,62;;3.767,25;29,44;12,15;-0,14;256.270.015,43;;;;;AHEB3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/spturis--big.svg;False
AHEB5;58,00;;4,77;1,97;0,91;19,41;12,54;15,36;5,85;2,91;-0,11;-0,04;0,73;2,79;-1,61;4,03;41,26;19,10;26,80;0,46;0,54;1,24;44,62;;0,00;29,44;12,15;-0,28;256.270.015,43;;;;;AHEB5;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/spturis--big.svg;False
AHEB6;55,00;;4,53;1,87;0,86;19,41;12,54;15,36;5,55;2,91;-0,11;-0,04;0,70;2,65;-1,53;4,03;41,26;19,10;26,80;0,46;0,54;1,24;44,62;;5.500,00;29,44;12,15;-0,27;256.270.015,43;;;;;AHEB6;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/spturis--big.svg;False
ALLD3;8,35;24,37;7,09;0,53;0,24;11,61;3,27;2,07;4,50;5,72;1,21;0,14;0,15;0,76;-0,84;1,76;7,44;3,34;7,88;0,45;0,55;1,61;8,27;2,08;1.309.512,50;15,82;1,18;-0,26;791.037.333,50;ALLD3;Allied;8,57;+1,06%;ALLD3;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/allied-on-nm--big.svg;False
ALOS3;25,71;4,67;18,93;1,04;0,53;74,56;55,52;26,33;8,98;7,07;-1,91;-0,22;4,98;5,57;-0,62;2,91;5,48;2,79;10,76;0,51;0,46;0,11;29,82;101,81;66.054.128,00;24,77;1,36;2,09;13.958.907.930,39;ALOS3;Allos;25,23;+1,57%;ALOS3;Financeiro;https://s3-symbol-logo.tradingview.com/allos-on-nm--big.svg;True
ALPA3;9,06;1,07;23,82;1,50;1,00;46,65;5,85;5,97;24,32;24,50;-0,71;-0,04;1,42;3,67;-1,96;2,25;6,29;4,19;4,82;0,67;0,33;0,70;2,05;-1,06;46.561,59;6,05;0,38;-0,20;6.415.287.743,10;ALPA3;Alpargatas;10,20;+2,10%;ALPA3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/alpargatas--big.svg;False
ALPA4;9,72;1,09;25,55;1,61;1,07;46,65;5,85;5,97;26,09;24,50;-0,71;-0,04;1,52;3,94;-2,10;2,25;6,29;4,19;4,82;0,67;0,33;0,70;2,05;-1,06;14.131.498,14;6,05;0,38;-0,22;6.415.287.743,10;ALPA4;Alpargatas;10,04;+0,00%;ALPA4;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/alpargatas--big.svg;False
ALPK3;3,28;;-206,29;2,05;0,28;32,65;13,48;-0,20;3,11;8,46;5,36;3,53;0,42;-9,17;-0,35;0,88;-0,99;-0,13;11,67;0,13;0,86;0,66;7,96;;478.848,77;1,60;-0,02;2,27;719.322.804,24;ALPK3;Estapar;3,16;+0,64%;ALPK3;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/estapar-on-nm--big.svg;False
ALUP11;31,78;2,83;10,09;1,22;0,33;69,38;65,43;24,01;3,70;6,91;3,21;1,06;2,42;3,01;-0,42;2,13;12,11;3,31;11,18;0,27;0,62;0,14;-2,71;3,11;20.270.476,68;26,00;3,15;0,24;10.475.541.833,26;ALUP11;Alupar;30,69;-0,03%;ALUP11;;https://s3-symbol-logo.tradingview.com/alupar--big.svg;False
ALUP3;11,50;2,61;10,96;1,33;0,36;69,38;65,43;24,01;4,02;6,91;3,21;1,06;2,63;3,27;-0,46;2,13;12,11;3,31;11,18;0,27;0,62;0,14;-2,71;3,11;47.509,50;8,67;1,05;0,26;10.475.541.833,26;ALUP3;Alupar;10,97;-0,09%;ALUP3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/alupar--big.svg;False
ALUP4;10,06;2,98;9,59;1,16;0,32;69,38;65,43;24,01;3,52;6,91;3,21;1,06;2,30;2,86;-0,40;2,13;12,11;3,31;11,18;0,27;0,62;0,14;-2,71;3,11;83.671,36;8,67;1,05;0,23;10.475.541.833,26;ALUP4;Alupar;9,91;+0,41%;ALUP4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/alupar--big.svg;False
AMAR3;1,24;;-10,44;2,20;0,32;51,34;12,16;-4,04;3,47;7,07;3,61;2,29;0,42;-1,51;-0,43;0,56;-21,07;-3,02;18,95;0,14;0,86;0,75;-13,55;;342.638,41;0,56;-0,12;0,12;636.685.493,32;AMAR3;Lojas Marisa;1,26;-1,56%;AMAR3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/lojas-marisaon-nm--big.svg;False
AMBP3;12,30;;-80,06;18,79;1,21;18,22;17,36;-3,54;16,34;21,40;5,06;5,81;2,84;4,43;-2,14;2,72;-23,47;-1,52;8,91;0,06;0,87;0,43;67,64;;6.107.669,18;0,65;-0,15;4,20;20.546.149.887,00;AMBP3;Ambipar;14,01;+5,10%;AMBP3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/ambipar--big.svg;False
AMER3;7,04;;0,15;0,32;0,09;29,46;-2,68;63,18;-3,65;-6,52;-2,87;0,25;0,10;0,67;-0,14;1,49;207,93;56,25;-142,53;0,27;0,73;0,89;16,22;;19.593.100,41;21,85;45,44;0,00;1.409.724.497,28;AMER3;Americanas;7,99;+7,68%;AMER3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/americanas--big.svg;False
AMOB3;12,81;;;;;3,60;-46,82;-57,58;;;-0,01;;;;;0,19;-2.595,29;-6.030,26;2.660,36;-2,32;3,32;104,73;;;839.742,05;;;;0,00;AMOB3;Automob;13,04;+0,69%;AMOB3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/automob-on-nm--big.svg;False
ANIM3;3,62;1,48;10,40;0,61;0,15;61,00;23,44;3,62;1,61;6,03;4,42;1,69;0,38;1,13;-0,19;2,22;5,91;1,41;10,41;0,24;0,70;0,39;26,33;;15.966.702,05;5,89;0,35;-0,04;1.462.005.074,10;ANIM3;Ânima Educação;3,61;-0,82%;ANIM3;Miscelânea;https://s3-symbol-logo.tradingview.com/anima--big.svg;False
APER3;46,75;;-32,82;2,02;1,01;100,00;6,60;-8,16;40,57;43,31;2,74;0,14;2,68;115,28;-1,38;1,03;-6,15;-3,09;2,91;0,50;0,50;0,38;29,52;;51.166,00;23,16;-1,42;0,16;953.269.946,75;;;;;;;;True
APTI3;197,64;;0,13;0,01;0,01;100,11;36,55;70,66;0,26;0,37;-2,23;-0,12;0,09;0,02;-0,01;9,00;10,21;5,45;2,60;0,53;0,47;0,08;-2,98;;;14.644,64;1.495,24;0,00;37.417.457,40;;;;;APTI3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/aliperti-pn-ed--big.svg;False
APTI4;2.930,92;;1,96;0,20;0,11;100,11;36,55;70,66;3,79;0,37;-2,23;-0,12;1,39;0,26;-0,20;9,00;10,21;5,45;2,60;0,53;0,47;0,08;-2,98;;0,00;14.644,64;1.495,24;-0,05;37.417.457,40;;;;;APTI4;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/aliperti-pn-ed--big.svg;False
ARML3;3,91;5,77;18,47;1,10;0,30;35,93;22,91;3,94;3,18;7,65;4,47;1,55;0,73;1,58;-0,43;2,42;5,95;1,60;11,04;0,27;0,72;0,41;95,79;51,59;5.407.721,14;3,56;0,21;-0,29;1.354.791.919,27;ARML3;Armac;3,96;+2,59%;ARML3;Financeiro;https://s3-symbol-logo.tradingview.com/armac-on-ed-nm--big.svg;False
ASAI3;9,84;1,09;14,44;2,38;0,30;16,67;5,36;1,21;3,26;6,23;2,97;2,17;0,17;9,29;-0,46;1,11;16,47;2,08;17,91;0,13;0,87;1,72;21,32;-2,51;137.865.690,23;4,14;0,68;0,37;13.317.812.198,16;ASAI3;Assaí;10,57;+4,55%;ASAI3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/assai-on-nm--big.svg;False
AURA33;62,14;3,72;-38,37;17,70;2,12;49,36;42,08;-9,03;8,24;9,19;0,95;2,05;3,47;74,06;-2,86;1,12;-46,12;-5,53;34,25;0,12;0,88;0,61;29,10;;23.899.412,55;3,51;-1,62;-0,36;13.496.533.030,50;;;;;AURA33;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/aura-360-dr3--big.svg;False
AURE3;10,59;0,54;-15,88;0,88;0,23;19,44;13,73;-6,34;7,33;20,35;13,01;1,56;1,01;4,78;-0,27;1,36;-5,52;-1,42;3,55;0,26;0,71;0,22;;;38.724.093,86;12,08;-0,67;-0,19;11.123.502.744,66;AURE3;Auren Energia;11,06;+0,91%;AURE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/auren-on-nm--big.svg;False
AVLL3;1,63;;-5,32;-2,37;0,23;37,40;21,30;-8,65;2,16;5,51;3,35;;0,46;-4,23;-0,38;0,88;-44,56;-4,36;24,32;-0,10;1,07;0,50;32,82;;23.937,55;-0,69;-0,31;0,07;318.387.999,43;AVLL3;Alphaville;1,67;-0,60%;AVLL3;Financeiro;https://s3-symbol-logo.tradingview.com/alphaville-on-nm--big.svg;False
AZEV3;0,39;;-1,85;0,30;0,11;-0,65;-27,51;-65,71;-4,43;-19,28;-14,77;0,99;1,22;-1,37;-0,13;0,74;-16,00;-5,69;-9,19;0,36;0,64;0,09;144,07;;493.858,05;1,32;-0,21;0,07;235.082.451,23;AZEV3;Azevedo & Travassos;0,46;+0,00%;AZEV3;Serviços Industriais;https://s3-symbol-logo.tradingview.com/azevedo-on--big.svg;False
AZEV4;0,40;;-1,90;0,30;0,11;-0,65;-27,51;-65,71;-4,54;-19,28;-14,77;0,99;1,25;-1,40;-0,14;0,74;-16,00;-5,69;-9,19;0,36;0,64;0,09;144,07;;794.013,14;1,32;-0,21;0,08;235.082.451,23;AZEV4;Azevedo & Travassos;0,48;-2,04%;AZEV4;Serviços Industriais;https://s3-symbol-logo.tradingview.com/azevedo-on--big.svg;False
AZTE3;0,42;;;;;;;;;;;;;;;;;;;;;;;;1.604.986,73;;;;0,00;AZTE3;AZT Energia;0,46;+2,22%;AZTE3;Serviços Industriais;https://s3-symbol-logo.tradingview.com/azevedo-on--big.svg;False
AZUL4;1,27;;0,22;-0,15;0,14;29,19;17,10;81,72;1,07;9,19;8,86;;0,18;-0,27;-0,19;0,34;-65,94;63,84;42,77;-0,97;1,97;0,78;11,28;;71.622.649,59;-8,61;5,68;0,00;1.174.020.962,36;AZUL4;Azul;1,45;+4,32%;AZUL4;Transportes;https://s3-symbol-logo.tradingview.com/azul--big.svg;False
AZZA3;31,83;1,81;8,27;0,79;0,42;54,72;6,76;6,88;8,41;11,24;2,83;0,27;0,57;2,53;-0,76;1,61;9,53;5,12;0,36;0,54;0,46;0,74;37,92;37,42;52.020.919,09;40,39;3,85;0,10;6.572.570.747,79;AZZA3;Arezzo;33,79;+1,14%;AZZA3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/arezzo--big.svg;False
B3SA3;13,33;2,80;14,58;3,56;1,49;90,57;58,91;44,65;11,05;11,04;-0,01;0,00;6,51;6,91;-2,29;2,62;24,40;10,24;9,27;0,42;0,58;0,23;12,34;12,15;316.213.681,14;3,75;0,91;0,97;70.202.445.000,00;B3SA3;B3;13,72;+1,78%;B3SA3;Financeiro;https://s3-symbol-logo.tradingview.com/b3-on-nm--big.svg;True
BAHI3;4,51;;-1,66;1,84;0,26;56,98;-7,21;-20,37;-4,70;-6,22;-1,52;0,60;0,34;-1,15;-0,29;0,31;-110,79;-15,70;-17,28;0,14;0,79;0,77;46,22;;16.499,00;2,45;-2,71;0,00;119.021.524,82;;;;;;;;False
BALM3;20,90;3,06;7,20;1,13;0,71;62,09;20,86;13,02;4,50;2,84;-1,34;-0,34;0,94;1,37;-2,63;3,46;15,66;9,89;14,03;0,63;0,37;0,76;5,42;35,38;1.824,88;18,52;2,90;0,07;190.561.000,00;BALM3;Baumer;20,90;+0,00%;BALM3;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/baumer-on--big.svg;False
BALM4;17,99;7,55;6,20;0,97;0,61;62,09;20,86;13,02;3,87;2,84;-1,34;-0,34;0,81;1,18;-2,27;3,46;15,66;9,89;14,03;0,63;0,37;0,76;5,42;35,38;28.176,33;18,52;2,90;0,06;190.561.000,00;BALM4;Baumer;17,00;+0,00%;BALM4;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/baumer-on--big.svg;False
BAUH3;0,00;;0,00;0,00;0,00;25,05;8,24;10,69;0,00;;-2,70;-0,43;0,00;0,00;0,00;1,92;20,76;14,49;13,86;0,70;0,30;1,36;6,53;0,98;;26,02;5,40;0,00;;;;;;BAUH3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/excelsior-pn--big.svg;False
BAUH4;86,96;1,42;16,10;3,34;2,33;25,05;8,24;10,69;20,88;;-2,70;-0,43;1,72;8,92;-5,15;1,92;20,76;14,49;13,86;0,70;0,30;1,36;6,53;0,98;177.280,40;26,02;5,40;0,55;;BAUH4;Excelsior;86,96;-0,01%;BAUH4;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/excelsior-pn--big.svg;False
BAZA3;77,49;10,34;3,52;0,65;0,08;10,24;25,41;23,66;3,28;3,28;;;0,83;79,29;-0,08;;18,42;2,17;;0,12;0,88;0,09;26,63;34,96;441.095,23;119,36;21,99;-1,37;4.343.958.829,35;BAZA3;Banco da Amazônia;78,33;+0,04%;BAZA3;Financeiro;https://s3-symbol-logo.tradingview.com/amazonia-on-es--big.svg;True
BBAS3;22,16;7,78;6,77;0,70;0,05;34,96;2,96;6,48;14,84;14,84;;;0,44;2,13;-0,05;11,97;10,31;0,77;;0,07;0,92;0,12;17,31;2,74;727.560.874,41;31,76;3,27;-0,15;126.995.282.326,40;BBAS3;Banco do Brasil;21,87;-0,32%;BBAS3;Financeiro;https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg;True
BBDC3;15,34;7,54;7,75;0,93;0,08;31,68;8,22;8,95;8,43;9,14;;;0,69;0,80;-0,08;11,31;12,05;0,98;;0,08;0,92;0,11;11,40;-0,05;90.458.020,50;16,43;1,98;0,14;176.071.987.514,31;BBDC3;Banco Bradesco;15,04;+3,01%;BBDC3;Financeiro;https://s3-symbol-logo.tradingview.com/bradesco--big.svg;True
BBDC4;17,91;6,93;9,05;1,09;0,09;31,68;8,22;8,95;9,85;9,14;;;0,81;0,93;-0,10;11,31;12,05;0,98;;0,08;0,92;0,11;11,40;-0,05;430.725.054,00;16,43;1,98;0,16;176.071.987.514,31;BBDC4;Banco Bradesco;17,58;+3,47%;BBDC4;Financeiro;https://s3-symbol-logo.tradingview.com/bradesco--big.svg;True
BBML3;3.936,42;;-953,24;-726,01;151,19;-1,36;-9,39;-11,16;-1.133,67;-1.136,71;-3,04;;106,40;-192,44;-213,85;0,27;-76,16;-15,86;-166,64;-0,21;1,21;1,42;25,94;;;-5,42;-4,13;-0,35;160.451.699.191,56;;;;;BBML3;Transportes;https://s3-symbol-logo.tradingview.com/country/BR--big.svg;False
BBSE3;33,36;12,78;7,48;6,36;3,12;;;;6,74;6,74;;;;23,16;-5,86;1,40;84,97;41,71;;0,49;0,51;0,00;;6,01;195.031.047,86;5,25;4,46;1,19;66.720.000.000,00;BBSE3;BB Seguridade;32,53;+0,65%;BBSE3;Financeiro;https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg;True
BDLL3;9,90;;-0,81;-0,06;0,03;18,85;-40,93;-35,53;-0,70;-8,13;-7,55;;0,29;-0,06;-0,05;0,44;-7,97;-3,78;47,26;-0,47;1,47;0,11;-2,75;;1.890,00;-153,42;-12,22;0,01;12.970.784,88;BDLL3;Bardella;7,50;-0,66%;BDLL3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/bardella-pn--big.svg;False
BDLL4;7,01;;-0,57;-0,05;0,02;18,85;-40,93;-35,53;-0,50;-8,13;-7,55;;0,20;-0,04;-0,04;0,44;-7,97;-3,78;47,26;-0,47;1,47;0,11;-2,75;;26.004,00;-153,42;-12,22;0,00;12.970.784,88;;;;;BDLL4;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/bardella-pn--big.svg;False
BEEF3;6,36;;-7,51;4,45;0,14;19,01;7,07;-1,91;2,03;6,55;4,52;9,92;0,14;0,92;-0,37;1,34;-59,34;-1,90;10,74;0,03;0,95;1,00;14,75;;60.298.716,00;1,43;-0,85;0,01;6.359.858.165,64;BEEF3;Minerva;6,47;-1,22%;BEEF3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/minerva-on-nm--big.svg;False
BEES3;8,18;5,83;7,63;1,20;0,07;31,53;10,44;7,81;5,71;5,72;;;0,60;0,35;-0,09;;15,77;0,96;;0,06;0,94;0,12;17,11;11,60;149.084,09;6,80;1,07;0,60;2.849.121.742,50;BEES3;Banestes;8,15;+0,37%;BEES3;Financeiro;https://s3-symbol-logo.tradingview.com/banestes-on-ed--big.svg;True
BEES4;8,25;6,25;7,70;1,21;0,07;31,53;10,44;7,81;5,76;5,72;;;0,60;0,35;-0,09;;15,77;0,96;;0,06;0,94;0,12;17,11;11,60;58.227,82;6,80;1,07;0,60;2.849.121.742,50;BEES4;Banestes;8,25;+0,00%;BEES4;Financeiro;https://s3-symbol-logo.tradingview.com/banestes-on-ed--big.svg;True
BFRE11;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;;;;;;;;;True
BFRE12;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;;;;;;;;;True
BGIP3;32,49;8,35;4,64;0,84;0,06;35,60;15,59;10,90;3,24;3,04;;;0,51;7,79;-0,06;;18,15;1,22;;0,07;0,93;0,11;13,57;12,55;41.510,22;38,62;7,01;0,02;656.035.801,46;BGIP3;Banese;37,00;-13,95%;BGIP3;Financeiro;https://s3-symbol-logo.tradingview.com/banese-pn-rec--big.svg;True
BGIP4;28,40;10,51;4,05;0,74;0,05;35,60;15,59;10,90;2,83;3,04;;;0,44;6,81;-0,05;;18,15;1,22;;0,07;0,93;0,11;13,57;12,55;75.282,71;38,62;7,01;0,02;656.035.801,46;BGIP4;Banese;27,95;+1,08%;BGIP4;Financeiro;https://s3-symbol-logo.tradingview.com/banese-pn-rec--big.svg;True
BHIA3;4,67;;-1,92;0,94;0,10;30,06;-1,82;-5,98;-6,31;-20,69;-14,38;2,15;0,11;-0,76;-0,17;0,76;-49,14;-5,11;-11,40;0,10;0,90;0,85;1,39;;33.494.150,91;4,96;-2,44;0,18;3.053.612.118,66;BHIA3;Casas Bahia;4,90;+13,43%;BHIA3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/casas-bahia-on-nm--big.svg;False
BIDI11;10,40;;-238,07;1,08;0,23;50,04;-13,62;-5,22;-91,21;-91,21;;;12,42;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;9,67;-0,04;0,13;8.991.139.764,53;;;;;;;;True
BIDI3;3,40;;-233,49;1,06;0,23;50,04;-13,62;-5,22;-89,46;-91,21;;;12,19;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53;;;;;;;;True
BIDI4;3,41;;-234,18;1,06;0,23;50,04;-13,62;-5,22;-89,72;-91,21;;;12,22;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53;;;;;;;;True
BIOM3;9,45;;-19,20;5,43;3,09;12,48;-36,57;-48,45;-25,43;-26,03;-0,60;0,13;9,30;10,53;-5,87;2,64;-28,30;-16,12;-14,98;0,57;0,43;0,33;74,06;;153.299,55;1,74;-0,49;1,18;1.293.152.477,40;BIOM3;Biomm;8,54;+1,79%;BIOM3;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/biomm-on-ma--big.svg;False
BLAU3;14,11;3,07;8,95;1,12;0,73;39,95;23,89;15,99;6,00;6,48;0,49;0,09;1,43;2,28;-1,37;3,17;12,47;8,14;8,83;0,65;0,35;0,51;12,41;7,14;2.353.713,41;12,63;1,58;0,29;2.531.248.479,29;BLAU3;Blau Farmacêutica;14,18;-0,35%;BLAU3;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/blau-on-nm--big.svg;False
BLUT3;5,14;;-5,63;0,46;0,14;;;;-6,17;-4,91;-1,59;0,12;;-0,76;-0,14;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,20;14.115.600,06;;;;;;;;True
BLUT4;1,52;;-1,66;0,14;0,04;;;;-1,82;-4,91;-1,59;0,12;;-0,22;-0,04;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,06;14.115.600,06;;;;;;;;True
BMEB3;44,00;2,46;8,20;2,23;0,15;47,17;7,89;8,15;8,47;8,97;;;0,67;0,79;-0,19;;27,19;1,89;;0,07;0,93;0,23;21,54;38,42;26.446,60;19,74;5,37;10,60;4.884.765.754,96;BMEB3;Banco Mercantil do Brasil;40,60;-3,33%;BMEB3;Financeiro;https://s3-symbol-logo.tradingview.com/merc-brasil-pn-n1--big.svg;True
BMEB4;50,86;2,34;9,48;2,58;0,18;47,17;7,89;8,15;9,79;8,97;;;0,77;0,91;-0,22;;27,19;1,89;;0,07;0,93;0,23;21,54;38,42;904.330,45;19,74;5,37;12,25;4.884.765.754,96;BMEB4;Banco Mercantil do Brasil;50,58;+1,36%;BMEB4;Financeiro;https://s3-symbol-logo.tradingview.com/merc-brasil-pn-n1--big.svg;True
BMGB4;3,98;10,10;7,64;0,52;0,05;40,50;1,57;3,34;16,25;16,25;;;0,25;-0,12;-0,05;0,03;6,80;0,63;;0,09;0,91;0,19;20,01;-4,73;1.456.912,05;7,67;0,52;-0,32;2.321.264.995,78;BMGB4;Banco BMG;3,88;-0,51%;BMGB4;Financeiro;https://s3-symbol-logo.tradingview.com/banco-bmg-pn-ej-n1--big.svg;True
BMIN3;22,99;1,54;12,40;0,78;0,18;25,17;27,33;16,16;7,33;7,05;;;2,00;62,11;-0,18;;6,28;1,46;;0,23;0,77;0,09;24,69;32,07;2.299,00;29,53;1,85;0,57;106.606.577,13;BMIN3;Banco Mercantil de Investimentos;22,99;+0,04%;BMIN3;Financeiro;https://s3-symbol-logo.tradingview.com/merc-invest-on--big.svg;True
BMIN4;16,90;8,28;9,11;0,57;0,13;25,17;27,33;16,16;5,39;7,05;;;1,47;45,66;-0,13;;6,28;1,46;;0,23;0,77;0,09;24,69;32,07;5.841,07;29,53;1,85;0,42;106.606.577,13;BMIN4;Banco Mercantil de Investimentos;16,74;-1,53%;BMIN4;Financeiro;https://s3-symbol-logo.tradingview.com/merc-invest-on--big.svg;True
BMKS3;434,99;7,62;2,57;0,76;0,60;29,89;-5,33;518,61;-250,39;-57,35;193,04;-0,59;13,34;0,87;-3,91;5,35;29,69;23,24;-14,23;0,78;0,22;0,04;-0,59;95,58;16.860,00;569,45;169,04;0,01;197.811.702,50;BMKS3;Monark;424,95;+0,69%;BMKS3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/bic-monark-on--big.svg;False
